Disease_Trait	MeshId	MeshTerm
sib-shared facial trait 383; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 384; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 385; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 386; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 387; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 388; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 389; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 38; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 390; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 391; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 392; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 393; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 394; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 395; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 396; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 397; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 398; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 399; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 39; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 3; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 400; facial segment 11; 3d morphology of the nose	D019465	Craniofacial Abnormalities
sib-shared facial trait 401; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 402; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 403; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 404; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 405; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 406; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 407; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 408; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 409; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 40; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 410; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 411; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 412; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 413; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 414; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 415; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 416; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 417; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 418; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 419; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 41; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 420; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 421; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 422; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 423; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 424; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 425; facial segment 12; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 426; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 427; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 428; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 429; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 42; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 430; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 431; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 432; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 433; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 434; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 435; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 436; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 437; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 438; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 439; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 43; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 440; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 441; facial segment 13; 3d morphology of the chin and jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 442; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 443; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 444; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 445; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 446; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 447; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 448; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 449; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 44; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 450; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 451; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 452; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 453; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 454; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 455; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 456; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 457; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 458; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 459; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 45; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 460; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 461; facial segment 14; 3d morphology of the forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 462; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 463; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 464; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 465; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 466; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 467; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 468; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 469; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 46; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 470; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 471; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 472; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 473; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 474; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 475; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 476; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 477; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 478; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 479; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 47; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 480; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 481; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 482; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 483; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 484; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 485; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 486; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 487; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 488; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 489; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 48; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 490; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 491; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 492; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 493; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 494; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 495; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 496; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 497; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 498; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 499; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 49; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 4; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 500; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 501; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 502; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 503; facial segment 15; 3d morphology of the eyes and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 504; facial segment 16; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 505; facial segment 16; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 506; facial segment 16; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 507; facial segment 16; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 508; facial segment 16; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 509; facial segment 16; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 50; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 510; facial segment 16; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 511; facial segment 16; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 512; facial segment 16; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 513; facial segment 17; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 514; facial segment 17; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 515; facial segment 17; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 516; facial segment 17; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 517; facial segment 17; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 518; facial segment 17; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 519; facial segment 17; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 51; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 520; facial segment 17; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 521; facial segment 17; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 522; facial segment 17; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 523; facial segment 17; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 524; facial segment 18; 3d morphology of the philtrium	D019465	Craniofacial Abnormalities
sib-shared facial trait 525; facial segment 18; 3d morphology of the philtrium	D019465	Craniofacial Abnormalities
sib-shared facial trait 526; facial segment 18; 3d morphology of the philtrium	D019465	Craniofacial Abnormalities
sib-shared facial trait 527; facial segment 18; 3d morphology of the philtrium	D019465	Craniofacial Abnormalities
sib-shared facial trait 528; facial segment 18; 3d morphology of the philtrium	D019465	Craniofacial Abnormalities
sib-shared facial trait 529; facial segment 18; 3d morphology of the philtrium	D019465	Craniofacial Abnormalities
sib-shared facial trait 52; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 530; facial segment 18; 3d morphology of the philtrium	D019465	Craniofacial Abnormalities
sib-shared facial trait 531; facial segment 19; 3d morphology of the upper vermillion	D019465	Craniofacial Abnormalities
sib-shared facial trait 532; facial segment 19; 3d morphology of the upper vermillion	D019465	Craniofacial Abnormalities
sib-shared facial trait 533; facial segment 19; 3d morphology of the upper vermillion	D019465	Craniofacial Abnormalities
sib-shared facial trait 534; facial segment 19; 3d morphology of the upper vermillion	D019465	Craniofacial Abnormalities
sib-shared facial trait 535; facial segment 20; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 536; facial segment 20; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 537; facial segment 20; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 538; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 539; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 53; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 540; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 541; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 542; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 543; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 544; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 545; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 546; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 547; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 548; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 549; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 54; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 550; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 551; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 552; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 553; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 554; facial segment 21; 3d morphology of the nose sides	D019465	Craniofacial Abnormalities
sib-shared facial trait 555; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 556; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 557; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 558; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 559; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 55; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 560; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 561; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 562; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 563; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 564; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 565; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 566; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 567; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 568; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 569; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 56; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 570; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 571; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 572; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 573; facial segment 22; 3d morphology of the nose apex	D019465	Craniofacial Abnormalities
sib-shared facial trait 574; facial segment 23; 3d morphology of the nose bridge	D019465	Craniofacial Abnormalities
sib-shared facial trait 575; facial segment 23; 3d morphology of the nose bridge	D019465	Craniofacial Abnormalities
sib-shared facial trait 576; facial segment 23; 3d morphology of the nose bridge	D019465	Craniofacial Abnormalities
sib-shared facial trait 577; facial segment 23; 3d morphology of the nose bridge	D019465	Craniofacial Abnormalities
sib-shared facial trait 578; facial segment 23; 3d morphology of the nose bridge	D019465	Craniofacial Abnormalities
sib-shared facial trait 579; facial segment 23; 3d morphology of the nose bridge	D019465	Craniofacial Abnormalities
sib-shared facial trait 57; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 580; facial segment 23; 3d morphology of the nose bridge	D019465	Craniofacial Abnormalities
sib-shared facial trait 581; facial segment 24; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 582; facial segment 24; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 583; facial segment 24; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 584; facial segment 24; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 585; facial segment 24; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 586; facial segment 24; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 587; facial segment 24; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 588; facial segment 24; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 589; facial segment 24; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 58; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 590; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 591; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 592; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 593; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 594; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 595; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 596; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 597; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 598; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 599; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 59; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 5; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 600; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 601; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 602; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 603; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 604; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 605; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 606; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 607; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 608; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 609; facial segment 25; 3d morphology of the cheeks	D019465	Craniofacial Abnormalities
sib-shared facial trait 60; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 610; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 611; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 612; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 613; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 614; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 615; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 616; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 617; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 618; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 619; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 61; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 620; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 621; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 622; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 623; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 624; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 625; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 626; facial segment 26; 3d morphology of the chin and outer jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 627; facial segment 27; 3d morphology of the chin and inner jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 628; facial segment 27; 3d morphology of the chin and inner jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 629; facial segment 27; 3d morphology of the chin and inner jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 62; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 630; facial segment 27; 3d morphology of the chin and inner jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 631; facial segment 27; 3d morphology of the chin and inner jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 632; facial segment 27; 3d morphology of the chin and inner jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 633; facial segment 27; 3d morphology of the chin and inner jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 634; facial segment 27; 3d morphology of the chin and inner jaw	D019767	Maxillofacial Abnormalities
